20230123	Jane Doe	23	26	2
20230124	Alice Doe	80	84	26
20230125	Jane Doe	64	77	86
20230126	Chris Davis	34	26	70
20230127	Chris Smith	52	86	81
20230128	Bob Smith	85	70	13
20230129	John Davis	55	59	53
20230130	Bob Johnson	3	18	60
20230131	Alice Davis	3	69	71
20230132	Jane Davis	99	4	94
20230133	Chris Johnson	43	56	26
20230134	Alice Doe	95	30	39
20230135	Jane Johnson	91	50	71
20230136	Bob Smith	14	54	35
20230137	Alice Smith	94	81	89
20230138	Chris Davis	6	79	51
20230139	John Johnson	20	63	37
20230140	Bob Davis	60	7	59
20230141	Alice Johnson	6	32	42
20230142	Bob Johnson	77	42	64
20230143	Chris Davis	35	27	21
20230144	Jane Smith	13	19	78
20230145	John Johnson	84	84	10
20230146	Chris Davis	88	72	90
20230147	Alice Brown	3	4	72
20230148	Alice Davis	56	9	40
20230149	Chris Davis	9	2	77
20230150	Bob Davis	56	81	14
20230151	Jane Doe	34	1	40
20230152	Jane Brown	85	53	72
20230153	Chris Smith	57	7	63
20230154	Chris Johnson	6	57	34
20230155	John Johnson	60	19	82
20230156	Alice Brown	1	63	1
20230157	John Doe	21	3	94
20230158	Chris Johnson	5	78	58
20230159	Jane Smith	88	90	81
20230160	John Davis	83	87	44
20230161	Jane Davis	3	92	53
20230162	Chris Brown	38	86	45
20230163	John Brown	27	20	74
20230164	Alice Doe	100	55	14
20230165	Jane Doe	88	64	36
20230166	John Johnson	48	96	23
20230167	Jane Smith	50	34	17
20230168	Bob Davis	38	59	98
20230169	Chris Doe	88	90	71
20230170	Alice Smith	11	28	67
20230171	Alice Smith	73	48	95
20230172	Chris Johnson	21	80	22
20230173	John Johnson	38	11	7
20230174	Chris Davis	9	42	41
20230175	Bob Johnson	36	56	97
20230176	Bob Johnson	14	79	54
20230177	John Smith	9	65	41
20230178	Chris Doe	65	56	51
20230179	Jane Smith	71	25	99
20230180	Bob Doe	28	29	33
20230181	Jane Smith	41	35	67
20230182	Chris Davis	43	88	64
20230183	John Doe	15	9	71
20230184	Jane Davis	51	52	58
20230185	Jane Doe	59	80	71
20230186	Alice Doe	66	97	47
20230187	Bob Brown	16	52	24
20230188	John Davis	18	16	93
20230189	Bob Davis	18	29	48
20230190	Jane Brown	62	10	2
20230191	Jane Doe	69	99	68
20230192	Chris Brown	16	94	64
20230193	Bob Davis	56	72	94
20230194	Chris Johnson	59	72	22
20230195	John Smith	84	99	25
20230196	Chris Johnson	71	86	72
20230197	Chris Smith	90	46	70
20230198	Chris Brown	11	88	25
20230199	Bob Doe	33	68	90
20230200	Jane Davis	37	99	58
20230201	Alice Johnson	94	76	55
20230202	Alice Davis	39	48	94
20230203	Bob Johnson	0	40	36
20230204	Alice Johnson	97	14	23
20230205	Bob Doe	23	56	77
20230206	Chris Brown	84	82	10
20230207	Bob Brown	92	88	23
20230208	Alice Brown	23	65	16
20230209	John Johnson	28	92	88
20230210	Bob Doe	11	70	2
20230211	Bob Doe	68	16	26
20230212	Bob Doe	69	68	24
20230213	Alice Johnson	56	84	62
20230214	Alice Doe	14	34	40
20230215	Jane Davis	20	9	8
20230216	Bob Smith	28	86	13
20230217	John Davis	76	42	19
20230218	Jane Davis	95	7	25
20230219	Bob Brown	76	95	96
20230220	Chris Johnson	50	54	52
20230221	Bob Smith	98	25	2
20230222	Alice Davis	15	25	31
20230223	Chris Davis	77	1	51
20230224	Chris Davis	14	28	26
20230225	Chris Davis	10	3	99
20230226	Alice Davis	16	27	57
20230227	John Brown	53	23	1
20230228	Alice Smith	45	86	62
20230229	Jane Smith	24	96	53
20230230	Chris Brown	29	96	44
20230231	Jane Johnson	91	83	40
20230232	Bob Davis	20	66	100
20230233	John Brown	6	54	1
20230234	John Brown	49	95	23
20230235	Alice Brown	56	4	63
20230236	John Doe	79	35	21
20230237	Alice Davis	40	66	17
20230238	Jane Brown	76	65	94
20230239	Bob Brown	59	15	67
20230240	Alice Brown	0	82	91
20230241	Alice Doe	44	8	71
20230242	Jane Davis	82	45	16
20230243	John Brown	20	0	25
20230244	Chris Davis	62	49	81
20230245	Chris Brown	32	51	23
20230246	Chris Johnson	54	43	71
20230247	Alice Smith	2	62	53
20230248	Chris Johnson	79	52	28
20230249	John Johnson	72	38	14
20230250	Bob Smith	24	63	46
20230251	John Smith	48	9	54
20230252	John Doe	83	83	69
20230253	Bob Smith	47	94	68
20230254	Alice Johnson	27	93	76
20230255	Alice Brown	34	51	39
20230256	Chris Johnson	51	19	58
20230257	Chris Davis	5	73	42
20230258	John Smith	28	64	85
20230259	Alice Brown	48	49	27
20230260	Jane Smith	48	14	50
20230261	Bob Johnson	59	22	70
20230262	Chris Doe	74	61	67
20230263	Alice Smith	56	37	92
20230264	Chris Doe	89	47	80
20230265	John Brown	4	28	63
20230266	John Brown	45	86	72
20230267	Jane Johnson	15	68	33
20230268	Jane Johnson	61	5	34
20230269	Alice Davis	90	85	82
20230270	Bob Davis	31	85	74
20230271	Chris Davis	56	24	63
20230272	Jane Doe	48	82	30
20230273	John Doe	14	53	3
20230274	John Davis	1	72	89
20230275	John Smith	33	75	32
20230276	Bob Smith	50	36	18
20230277	Alice Johnson	82	97	13
20230278	John Davis	29	3	16
20230279	Chris Brown	96	23	49
20230280	Jane Smith	53	81	23
20230281	Alice Smith	12	48	41
20230282	Chris Brown	14	81	53
20230283	Alice Brown	45	74	3
20230284	Bob Smith	42	6	21
20230285	Bob Johnson	47	59	83
20230286	John Smith	51	34	57
20230287	Jane Brown	95	52	94
20230288	Bob Doe	17	0	84
20230289	Jane Brown	90	68	6
20230290	John Davis	27	50	7
20230291	Chris Brown	22	1	31
20230292	Bob Smith	60	71	47
20230293	John Smith	52	5	62
20230294	Bob Brown	72	78	55
20230295	John Davis	41	28	37
20230296	Jane Doe	13	30	67
20230297	Alice Davis	19	39	59
20230298	Jane Smith	14	97	12
20230299	Bob Johnson	92	32	11
20230300	Bob Davis	76	30	59
20230301	Alice Davis	88	9	12
20230302	John Smith	0	74	80
20230303	John Smith	1	13	14
20230304	Jane Johnson	64	21	46
20230305	Bob Johnson	50	39	81
20230306	Alice Johnson	10	42	98
20230307	Chris Brown	4	25	99
20230308	Alice Brown	78	37	2
20230309	Chris Smith	21	7	56
20230310	Jane Davis	8	98	55
20230311	Chris Davis	12	29	81
20230312	Bob Brown	63	7	61
20230313	Chris Smith	56	72	11
20230314	Chris Brown	22	94	29
20230315	Bob Doe	80	54	97
20230316	Bob Brown	64	3	83
20230317	John Davis	83	38	5
20230318	Chris Davis	76	35	67
20230319	John Smith	100	10	61
20230320	Jane Brown	26	95	43
20230321	Alice Doe	40	44	56
20230322	John Smith	3	59	80
20230323	Alice Doe	62	83	65
20230324	Chris Smith	57	96	44
20230325	Chris Doe	67	26	32
20230326	Jane Doe	68	73	45
20230327	Bob Doe	28	63	37
20230328	Bob Smith	0	39	30
20230329	Jane Doe	57	32	46
20230330	Alice Davis	45	61	23
20230331	Jane Johnson	91	87	24
20230332	Chris Smith	32	67	88
20230333	John Davis	29	42	37
20230334	Bob Smith	24	44	42
20230335	John Doe	15	17	95
20230336	Chris Davis	13	93	19
20230337	Bob Brown	79	46	65
20230338	John Doe	5	62	47
20230339	Bob Brown	99	40	11
20230340	Chris Johnson	94	53	5
20230341	Chris Doe	46	25	29
20230342	Chris Smith	87	31	22
20230343	Chris Doe	5	73	43
20230344	Alice Johnson	79	0	31
20230345	Chris Brown	75	31	39
20230346	Jane Doe	66	80	24
20230347	Jane Davis	26	21	20
20230348	Jane Johnson	23	72	62
20230349	Alice Smith	72	72	91
20230350	Bob Johnson	26	78	77
20230351	Chris Doe	4	21	84
20230352	Bob Brown	18	61	2
20230353	Chris Brown	43	75	19
20230354	Bob Doe	17	18	53
20230355	Jane Johnson	80	12	7
20230356	Bob Johnson	83	69	80
20230357	Bob Doe	56	90	38
20230358	Jane Johnson	16	87	48
20230359	Bob Davis	14	1	79
20230360	Alice Brown	17	46	12
20230361	Jane Brown	56	19	16
20230362	Jane Johnson	96	71	83
20230363	John Davis	85	96	32
20230364	Chris Davis	13	16	89
20230365	Chris Johnson	58	52	86
20230366	Alice Johnson	9	30	96
20230367	John Brown	35	85	46
20230368	Jane Davis	98	33	76
20230369	Alice Doe	8	15	20
20230370	Jane Brown	10	42	65
20230371	Alice Davis	31	11	6
20230372	John Brown	82	86	78
20230373	Alice Davis	69	8	16
20230374	Alice Davis	3	60	32
20230375	John Doe	3	96	2
20230376	Jane Davis	3	33	82
20230377	Bob Davis	99	54	38
20230378	Alice Smith	89	88	71
20230379	Alice Davis	83	48	23
20230380	Jane Davis	19	97	57
20230381	Bob Johnson	37	71	27
20230382	Alice Davis	76	20	29
20230383	John Davis	26	10	62
20230384	John Doe	80	74	74
20230385	Bob Davis	72	43	18
20230386	Alice Smith	100	18	75
20230387	John Johnson	67	69	61
20230388	Bob Smith	61	40	75
20230389	John Johnson	64	62	42
20230390	Chris Brown	34	21	64
20230391	Bob Smith	86	99	5
20230392	Alice Doe	17	69	80
20230393	Jane Smith	60	74	1
20230394	Jane Smith	39	63	21
20230395	Alice Brown	41	85	15
20230396	Alice Doe	35	19	36
20230397	Bob Doe	19	93	74
20230398	John Davis	84	63	23
20230399	Alice Smith	66	0	82
20230400	Alice Johnson	21	87	81
20230401	Bob Doe	58	41	28
20230402	Alice Johnson	50	4	59
20230403	Alice Brown	86	92	65
20230404	Chris Johnson	6	20	19
20230405	Bob Johnson	79	29	71
20230406	Alice Brown	95	5	29
20230407	Jane Johnson	18	53	48
20230408	Alice Brown	57	71	30
20230409	Alice Brown	50	33	43
20230410	Chris Brown	49	71	25
20230411	Jane Davis	71	68	87
20230412	Chris Johnson	62	60	48
20230413	Jane Smith	37	6	63
20230414	Bob Smith	77	47	56
20230415	Bob Brown	93	66	76
20230416	John Davis	89	87	5
20230417	Jane Davis	52	94	70
20230418	Chris Brown	38	16	15
20230419	Bob Smith	67	6	32
20230420	Chris Doe	41	16	8
20230421	Bob Smith	97	19	19
20230422	Jane Doe	14	33	51
20230423	Jane Johnson	11	7	44
20230424	Alice Johnson	28	74	44
20230425	Chris Smith	92	92	9
20230426	Chris Smith	16	60	78
20230427	Bob Brown	94	82	56
20230428	Chris Smith	71	71	84
20230429	Chris Davis	95	4	49
20230430	Alice Davis	38	5	63
20230431	John Davis	92	74	39
20230432	Chris Doe	4	29	58
20230433	Chris Davis	76	5	72
20230434	Alice Brown	32	19	7
20230435	Jane Smith	34	22	16
20230436	Chris Brown	2	53	8
20230437	Jane Johnson	26	28	35
20230438	Chris Doe	15	85	31
20230439	John Davis	97	80	86
20230440	John Johnson	64	80	96
20230441	Chris Smith	97	81	40
20230442	Chris Brown	60	37	11
20230443	Jane Brown	48	46	97
20230444	Jane Brown	70	27	7
20230445	Alice Doe	89	61	12
20230446	John Doe	31	94	93
20230447	Alice Brown	23	19	63
20230448	John Doe	81	0	37
20230449	Bob Johnson	95	94	0
20230450	Chris Doe	35	4	72
20230451	Alice Doe	30	9	61
20230452	Chris Smith	99	98	72
20230453	Chris Doe	36	56	6
20230454	John Johnson	1	28	60
20230455	John Doe	96	48	89
20230456	Chris Doe	12	18	0
20230457	Jane Doe	44	61	18
20230458	Chris Davis	16	60	17
20230459	Jane Smith	38	16	31
20230460	Chris Davis	45	94	77
20230461	Alice Doe	25	58	30
20230462	John Johnson	12	92	4
20230463	Chris Doe	80	97	23
20230464	John Smith	100	86	73
20230465	Alice Davis	20	74	1
20230466	John Smith	53	26	24
20230467	Chris Davis	35	47	26
20230468	Bob Davis	40	63	29
20230469	Alice Davis	85	3	22
20230470	Chris Johnson	84	81	74
20230471	Bob Brown	69	81	1
20230472	Alice Brown	34	9	80
20230473	Chris Doe	1	17	21
20230474	Alice Brown	52	56	93
20230475	John Davis	23	22	75
20230476	Alice Smith	59	77	10
20230477	Jane Davis	88	31	99
20230478	Alice Smith	17	16	79
20230479	Chris Smith	8	9	44
20230480	Alice Davis	97	21	34
20230481	Bob Brown	64	16	43
20230482	Alice Davis	51	61	65
20230483	John Davis	16	40	48
20230484	John Brown	32	29	58
20230485	John Doe	13	77	38
20230486	Jane Doe	18	92	99
20230487	Chris Doe	56	20	4
20230488	Chris Brown	47	8	89
20230489	Bob Doe	24	18	10
20230490	John Brown	7	45	0
20230491	Chris Brown	24	67	77
20230492	Bob Smith	94	34	97
20230493	Jane Johnson	32	78	38
20230494	Alice Doe	98	3	36
20230495	Jane Doe	100	71	56
20230496	Alice Smith	32	85	33
20230497	Chris Smith	34	57	50
20230498	Bob Johnson	93	13	37
20230499	Chris Davis	80	14	62
20230500	Jane Davis	47	87	75
20230501	Bob Doe	99	70	50
20230502	Jane Smith	84	70	40
20230503	Jane Doe	8	54	36
20230504	Chris Smith	87	64	86
20230505	Chris Doe	25	84	92
20230506	Bob Doe	66	53	55
20230507	Bob Johnson	15	25	45
20230508	Bob Doe	28	70	55
20230509	Bob Johnson	47	28	42
20230510	Jane Brown	8	96	12
20230511	Alice Brown	52	14	95
20230512	Bob Davis	79	88	33
20230513	Jane Smith	21	55	40
20230514	John Smith	13	94	39
20230515	Alice Doe	95	32	86
20230516	Jane Davis	21	93	55
20230517	Bob Johnson	63	13	11
20230518	Alice Doe	24	91	36
20230519	Jane Doe	82	7	24
20230520	Jane Davis	86	39	75
20230521	Bob Doe	63	81	95
20230522	Jane Davis	63	100	86
20230523	Alice Brown	98	12	48
20230524	Jane Brown	32	53	74
20230525	Jane Doe	38	16	95
20230526	Jane Davis	4	91	51
20230527	Jane Davis	22	95	82
20230528	Jane Doe	7	91	48
20230529	Chris Smith	71	46	42
20230530	Jane Davis	86	36	9
20230531	Alice Doe	83	31	83
20230532	Bob Johnson	57	85	71
20230533	Alice Davis	92	53	3
20230534	Chris Doe	60	21	15
20230535	John Doe	36	65	60
20230536	John Doe	95	100	30
20230537	Jane Doe	15	70	48
20230538	Chris Johnson	29	59	68
20230539	Alice Doe	36	29	23
20230540	Bob Johnson	69	23	34
20230541	Chris Johnson	46	77	79
20230542	Chris Doe	26	19	24
20230543	Bob Johnson	94	95	29
20230544	Chris Brown	59	43	69
20230545	John Davis	14	54	87
20230546	Bob Brown	80	95	22
20230547	John Johnson	27	52	1
20230548	Alice Johnson	72	30	29
20230549	Bob Doe	11	89	78
20230550	John Davis	81	72	74
20230551	Alice Smith	51	3	51
20230552	Jane Smith	69	68	84
20230553	Alice Brown	18	98	100
20230554	John Brown	36	96	37
20230555	Chris Doe	36	37	21
20230556	Chris Doe	2	36	59
20230557	John Brown	72	27	7
20230558	John Johnson	37	95	33
20230559	Jane Johnson	77	32	15
20230560	Jane Smith	42	13	94
20230561	Bob Doe	54	37	26
20230562	Chris Johnson	85	99	89
20230563	Chris Smith	98	94	8
20230564	Jane Brown	45	88	36
20230565	John Smith	35	50	3
20230566	Bob Brown	27	27	43
20230567	Alice Doe	59	93	67
20230568	Chris Davis	36	48	57
20230569	Jane Brown	83	58	81
20230570	Alice Johnson	99	72	54
20230571	Alice Johnson	78	25	74
20230572	Chris Doe	29	34	74
20230573	Chris Doe	35	72	4
20230574	Chris Brown	12	86	63
20230575	Bob Doe	9	21	77
20230576	Bob Doe	87	67	50
20230577	Chris Smith	1	50	98
20230578	Jane Davis	52	34	65
20230579	Alice Smith	70	40	25
20230580	Chris Brown	13	17	40
20230581	Alice Doe	32	18	63
20230582	Chris Davis	32	31	30
20230583	John Johnson	12	39	57
20230584	John Davis	12	71	64
20230585	Bob Smith	2	27	6
20230586	Chris Brown	25	36	19
20230587	John Doe	45	70	49
20230588	Chris Brown	86	40	54
20230589	John Brown	82	78	3
20230590	Bob Brown	48	39	38
20230591	Jane Smith	8	75	99
20230592	Jane Doe	58	68	51
20230593	Jane Doe	34	49	0
20230594	John Brown	52	75	29
20230595	Chris Doe	13	1	25
20230596	Bob Brown	39	9	68
20230597	Bob Johnson	49	15	53
20230598	Jane Davis	56	50	2
20230599	Chris Davis	12	8	62
20230600	Alice Brown	37	2	99
20230601	Chris Johnson	56	9	46
20230602	John Brown	13	82	45
20230603	Alice Brown	68	96	6
20230604	Alice Smith	95	16	49
20230605	Alice Brown	1	66	60
20230606	Alice Davis	17	86	78
20230607	Bob Davis	55	2	20
20230608	John Johnson	56	53	52
20230609	Alice Brown	52	56	27
20230610	Bob Johnson	100	22	44
20230611	Alice Davis	88	12	36
20230612	Bob Brown	12	91	93
20230613	Alice Davis	31	51	67
20230614	John Brown	100	19	70
20230615	Bob Johnson	19	71	41
20230616	John Smith	94	89	68
20230617	Chris Smith	13	47	63
20230618	Chris Smith	45	79	93
20230619	John Johnson	21	57	86
20230620	Bob Davis	57	32	9
20230621	Alice Doe	34	63	94
20230622	Chris Smith	25	84	10
20230623	John Smith	64	36	84
20230624	Jane Davis	24	48	81
20230625	Alice Johnson	15	49	16
20230626	Bob Doe	24	72	28
20230627	Bob Smith	100	15	91
20230628	John Johnson	90	18	14
20230629	Chris Brown	99	74	91
20230630	Alice Smith	43	54	43
20230631	Chris Johnson	7	67	23
20230632	John Brown	12	92	81
20230633	John Smith	43	34	40
20230634	Chris Davis	30	49	71
20230635	John Brown	60	81	10
20230636	Alice Johnson	74	50	71
20230637	John Johnson	78	26	13
20230638	Alice Davis	11	90	10
20230639	Jane Smith	69	73	39
20230640	Alice Brown	8	18	99
20230641	Chris Smith	34	37	9
20230642	Bob Davis	9	57	73
20230643	Chris Smith	98	2	2
20230644	Jane Brown	92	97	61
20230645	Bob Davis	79	75	90
20230646	Bob Davis	65	48	2
20230647	Alice Davis	80	38	70
20230648	Alice Johnson	34	7	62
20230649	Alice Davis	16	43	9
20230650	Jane Davis	34	29	38
20230651	Chris Davis	41	78	37
20230652	Chris Brown	61	63	96
20230653	Chris Johnson	30	76	47
20230654	Alice Smith	81	11	86
20230655	Bob Davis	48	71	51
20230656	Bob Doe	11	6	48
20230657	Bob Doe	45	97	90
20230658	Jane Davis	35	37	49
20230659	John Smith	5	41	99
20230660	Chris Brown	17	53	57
20230661	Bob Doe	99	51	79
20230662	Alice Davis	33	30	94
20230663	John Doe	53	77	8
20230664	John Johnson	48	2	77
20230665	Jane Brown	10	21	92
20230666	John Davis	16	93	10
20230667	Alice Johnson	56	11	49
20230668	Alice Doe	2	100	86
20230669	Chris Doe	32	31	22
20230670	Bob Doe	26	6	61
20230671	Bob Doe	22	33	57
20230672	Jane Johnson	47	85	50
20230673	Bob Johnson	58	34	13
20230674	John Smith	93	98	21
20230675	Alice Doe	96	1	41
20230676	Alice Davis	69	78	94
20230677	John Doe	33	22	3
20230678	Alice Doe	80	87	99
20230679	Jane Brown	6	88	80
20230680	Jane Doe	17	46	80
20230681	Chris Doe	31	20	67
20230682	Alice Davis	46	6	64
20230683	Jane Smith	64	26	98
20230684	Jane Johnson	80	40	35
20230685	Bob Smith	19	39	21
20230686	John Johnson	41	99	30
20230687	Chris Brown	81	40	91
20230688	Bob Brown	96	44	86
20230689	John Davis	21	17	46
20230690	John Davis	5	6	35
20230691	Alice Doe	73	87	32
20230692	Bob Davis	66	78	70
20230693	Alice Doe	40	12	42
20230694	Alice Smith	50	48	9
20230695	Jane Smith	31	40	90
20230696	Bob Brown	79	1	30
20230697	John Johnson	3	8	12
20230698	John Brown	54	33	44
20230699	Alice Doe	69	32	61
20230700	Alice Johnson	96	27	32
20230701	Jane Smith	94	89	14
20230702	Bob Johnson	6	69	75
20230703	John Davis	70	24	46
20230704	John Davis	61	63	11
20230705	Chris Davis	70	40	92
20230706	Bob Davis	48	58	53
20230707	John Brown	1	81	60
20230708	Bob Doe	86	78	34
20230709	Alice Brown	90	9	55
20230710	Bob Brown	54	63	76
20230711	Chris Smith	82	66	65
20230712	Alice Brown	27	31	16
20230713	Bob Doe	77	80	79
20230714	Jane Smith	35	34	91
20230715	Alice Brown	69	89	54
20230716	Jane Davis	48	52	26
20230717	Chris Johnson	53	20	48
20230718	Alice Doe	2	89	84
20230719	Bob Doe	70	4	22
20230720	Bob Smith	95	84	28
20230721	Bob Davis	29	11	61
20230722	Bob Brown	98	19	13
20230723	Chris Davis	56	65	23
20230724	Chris Brown	18	27	7
20230725	Bob Johnson	32	55	34
20230726	Alice Smith	23	73	82
20230727	Alice Doe	59	28	94
20230728	Chris Smith	71	60	83
20230729	Chris Doe	42	69	93
20230730	Alice Davis	26	93	57
20230731	Bob Smith	61	83	81
20230732	John Brown	38	35	85
20230733	John Brown	26	95	21
20230734	Jane Smith	55	100	14
20230735	Alice Smith	58	10	71
20230736	John Doe	57	25	17
20230737	Alice Smith	33	81	73
20230738	Chris Brown	17	26	99
20230739	Chris Brown	28	35	72
20230740	Bob Doe	51	20	57
20230741	Chris Davis	44	53	48
20230742	Jane Davis	65	62	10
20230743	Chris Johnson	93	82	69
20230744	Jane Johnson	97	79	46
20230745	Alice Brown	69	24	97
20230746	Alice Johnson	83	3	44
20230747	Bob Doe	88	8	96
20230748	John Brown	70	57	76
20230749	Jane Brown	62	23	13
20230750	Alice Smith	66	30	47
20230751	John Brown	53	78	90
20230752	Chris Smith	34	79	49
20230753	Alice Brown	7	89	77
20230754	Chris Smith	1	86	33
20230755	Alice Smith	71	77	64
20230756	Chris Brown	81	60	26
20230757	Chris Brown	18	15	51
20230758	Alice Doe	46	33	3
20230759	Chris Smith	91	95	43
20230760	John Smith	21	95	19
20230761	Alice Johnson	97	12	18
20230762	Jane Doe	100	23	48
20230763	Chris Brown	74	57	98
20230764	John Johnson	95	95	9
20230765	Chris Davis	40	38	32
20230766	John Doe	11	3	20
20230767	Jane Smith	44	23	85
20230768	John Smith	90	79	0
20230769	Alice Johnson	21	75	25
20230770	John Doe	40	22	28
20230771	John Brown	68	99	22
20230772	Jane Brown	57	30	93
20230773	Chris Doe	0	85	45
20230774	John Johnson	95	74	68
20230775	Jane Doe	68	18	23
20230776	Chris Brown	47	50	79
20230777	John Johnson	51	81	25
20230778	Chris Doe	27	98	51
20230779	John Johnson	31	78	3
20230780	Chris Doe	16	84	67
20230781	John Doe	82	44	8
20230782	Bob Doe	96	85	82
20230783	Chris Smith	12	23	91
20230784	Bob Smith	54	46	56
20230785	John Brown	34	65	28
20230786	Alice Smith	8	74	58
20230787	Jane Johnson	88	98	12
20230788	John Doe	73	93	65
20230789	Alice Brown	34	31	23
20230790	Bob Smith	76	54	26
20230791	Chris Brown	0	16	74
20230792	John Johnson	59	14	67
20230793	Jane Davis	81	38	40
20230794	Chris Davis	98	63	26
20230795	Jane Davis	76	41	97
20230796	Jane Davis	69	78	66
20230797	Chris Davis	6	44	38
20230798	Chris Johnson	51	11	4
20230799	Chris Johnson	47	33	59
20230800	Bob Brown	59	66	65
20230801	Jane Doe	48	64	53
20230802	Bob Brown	14	50	66
20230803	Chris Brown	95	62	62
20230804	Bob Brown	18	84	30
20230805	Bob Johnson	39	60	9
20230806	Bob Johnson	16	55	75
20230807	Alice Johnson	68	48	56
20230808	John Johnson	72	58	17
20230809	Chris Davis	91	11	76
20230810	Bob Davis	65	26	31
20230811	Jane Brown	78	46	6
20230812	Alice Johnson	96	15	19
20230813	Alice Johnson	6	14	38
20230814	Alice Brown	77	62	37
20230815	Chris Doe	1	5	9
20230816	Chris Johnson	70	65	50
20230817	Bob Davis	89	32	89
20230818	Chris Johnson	92	98	0
20230819	Chris Doe	83	35	99
20230820	John Johnson	51	78	40
20230821	John Smith	74	55	5
20230822	Bob Brown	93	39	49
20230823	Chris Johnson	62	51	22
20230824	Jane Davis	17	77	67
20230825	Jane Brown	18	40	58
20230826	Jane Johnson	2	66	9
20230827	Jane Davis	24	96	38
20230828	Alice Brown	63	50	90
20230829	Alice Doe	63	73	1
20230830	Jane Smith	85	43	68
20230831	John Davis	30	80	18
